SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,CONSOLIDATED STATEMENTS OF SHAREHOLDERS' EQUITY CARNIVAL CORPORATION & PLC,17,9,"At November 30, 2015, 7, 358, 8,562, 20,060, (1,741, ), (3,475, 23,771"
,Property and Equipment,6,3,"Line Item, Years, ResidualValues"
,Property and Equipment_2,6,3,"Line Item,  11/30/2018,  11/30/2017"
,Unsecured Debt,26,5,"Line Item, Interest Rates, Maturities Through,  11/30/2018,  11/30/2017"
,Commitments,4,8,"Line Item, YE 2019, YE 2020, YE 2021, YE 2022, YE 2023, Thereafter, Total"
,Shareholders' Equity,3,3,"Line Item, Number of Shares Repurchased, Dollar Amount Paid for Shares Repurchased"
,Shareholders' Equity_2,4,3,"Line Item,  11/30/2018,  11/30/2017"
,Shareholders' Equity_3,9,5,"Line Item, February 28/29, May 31, August 31, November 30"
,Financial Instruments that are not Measured at Fair Value on a Recurring Basis,7,4,"Line Item, Level 1, Level 2, Level 3"
,Financial Instruments that are Measured at Fair Value on a Recurring Basis,9,4,"Line Item, Level 1, Level 2, Level 3"
,Valuation of Goodwill and Trademarks,6,4,"Line Item, NAA Segment, EA Segment, Total"
,Valuation of Goodwill and Trademarks_2,6,4,"Line Item, NAA Segment, EA Segment, Total"
,Derivative Instruments and Hedging Activities,17,4,"Line Item, Balance Sheet Location,  11/30/2018,  11/30/2017"
,Derivative Instruments and Hedging Activities_2,6,6,"Line Item, Gross Amounts, Gross Amounts Offset in the Balance Sheet, Total Net Amounts Presented in the Balance Sheet, Gross Amounts not Offset in the Balance Sheet, Net Amounts"
,Derivative Instruments and Hedging Activities_3,3,4,"Line Item,  11/30/2018,  11/30/2017,  11/30/2016"
,Fuel Price Risks,3,4,"Line Item,  11/30/2018,  11/30/2017,  11/30/2016"
,Segment Information,18,8,"Line Item, Revenues, Operating costs and expenses, Selling and administrative, Depreciation and amortization, Operating income (loss), Capital expenditures, Total assets"
,Segment Information_2,5,4,"Line Item, 2018, 2017, 2016"
,Equity Plans,13,3,"Line Item, Shares, Weighted-AverageGrant Date FairValue"
,Earnings Per Share,6,4,"Line Item, 2018, 2017, 2016"
,Statistical Information,12,4,"Line Item, 2018, 2017, 2016"
,Nonoperating Income (Expense,3,3,"Line Item, 2018, 2017"
,Examples,19,6,"(dollars in millions, except yields), 2018, 2018 Constant Dollar, 2017, 2017 Constant  Dollar, 2016"
,Examples_2,10,6,"(dollars in millions, except yields), 2018, 2018 Constant Currency, 2017, 2017 Constant Currency, 2016"
,Examples_3,17,6,"(dollars in millions, except costs per ALBD), 2018, 2018 Constant Dollar, 2017, 2017 Constant  Dollar, 2016"
,Examples_4,4,6,"(dollars in millions, except costs per ALBD), 2018, 2018 Constant Currency, 2017, 2017 Constant Currency, 2016"
,Examples_5,15,4,"(dollars in millions, except per share data), 2018, 2017, 2016"
,Nonoperating Expense,3,3,"Line Item, 2017, 2016"
,Future Commitments,7,8,"Line Item, 2019, 2020, 2021, 2022, 2023, Thereafter, Total"
,Capital Expenditure and Capacity Forecast,1,5,"Line Item, 2019, 2020, 2021, 2022"
,Capital Expenditure and Capacity Forecast_2,1,5,"Line Item, 2019, 2020, 2021, 2022"
,Funding Sources,1,5,"Line Item, 2019, 2020, 2021, 2022"
,Investment Currency Risks,5,3,"USD to 1,  11/30/2018,  11/30/2017"
,SELECTED FINANCIAL DATA,3,6,"Line Item, 2018, 2017, 2016, 2015, 2014"
,Debt Issuance Cost,15,6,"Line Item, 2018, 2017, 2016, 2015, 2014"
,STOCK PERFORMANCE GRAPHS,4,7,"Line Item, 2013, 2014, 2015, 2016, 2017, 2018"
,Carnival plc,4,7,"Line Item, 2013, 2014, 2015, 2016, 2017, 2018"
,SELECTED QUARTERLY FINANCIAL DATA (UNAUDITED),9,5,"Line Item, February 28, May 31, August 31, November 30"
,SELECTED QUARTERLY FINANCIAL DATA (UNAUDITED)_2,15,5,"Line Item, February 28, May 31, August 31, November 30"
,SELECTED QUARTERLY FINANCIAL DATA (UNAUDITED)_3,9,5,"Line Item, February 28, May 31, August 31, November 30"
,SELECTED QUARTERLY FINANCIAL DATA (UNAUDITED)_4,15,5,"Line Item, February 28, May 31, August 31, November 30"
