SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,PROPERTY AND EQUIPMENT,8,3,"Line Item,  12/31/2017,  12/31/2018"
,Purchase Price Allocation,19,4,"Line Item,  12/31/2016,  12/31/2017,  12/31/2018"
,Goodwill,7,5,"Line Item, NorthAmerica, International, AWS, Consolidated"
,Intangible Assets,5,5,"Line Item, AcquiredIntangibles,Gross, AccumulatedAmortization, AcquiredIntangibles,Net, WeightedAverage LifeRemaining"
,DEBT,19,3,"Line Item,  12/31/2017,  12/31/2018"
,OTHER LONG-TERM LIABILITIES,7,3,"Line Item,  12/31/2017,  12/31/2018"
,Commitments -- COMMITMENTS AND CONTINGENCIES,7,8,"Line Item, YE 12/31/2019, YE 12/31/2020, YE 12/31/2021, YE 12/31/2022, YE 12/31/2023, Thereafter, Total"
,Stock Award Activity,6,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,Stock Award Activity_2,13,3,"Line Item, Number of Units, Weighted AverageGrant-DateFair Value"
,Stock Award Activity_3,1,8,"Line Item, 2019, 2020, 2021, 2022, 2023, Thereafter, Total"
,INCOME TAXES,11,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,INCOME TAXES_2,3,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,INCOME TAXES_3,10,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,INCOME TAXES_4,18,3,"Line Item,  12/31/2017,  12/31/2018"
,Tax Contingencies,7,4,"Line Item,  12/31/2016,  12/31/2017,  12/31/2018"
,AWS,20,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,AWS_2,8,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,AWS_3,6,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,AWS_4,5,4,"Line Item,  12/31/2016,  12/31/2017,  12/31/2018"
,AWS_5,5,4,"Line Item,  12/31/2016,  12/31/2017,  12/31/2018"
,AWS_6,5,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,AWS_7,4,4,"Line Item, YE 12/31/2016, YE 12/31/2017, YE 12/31/2018"
,QUARTERLY RESULTS (UNAUDITED),10,5,"Line Item, FirstQuarter, SecondQuarter, ThirdQuarter, FourthQuarter"
,QUARTERLY RESULTS (UNAUDITED)_2,10,5,"Line Item, FirstQuarter, SecondQuarter, ThirdQuarter, FourthQuarter"
,Exhibits,9,2,"Exhibit Number, Description"
,SIGNATURES,1,2,"Line Item, Jeffrey P. Bezos"
,SIGNATURES_2,22,2,"Signature, Title"
EXHIBIT 21.1,"LIST OF SIGNIFICANT SUBSIDIARIES AMAZON.COM, INC. Exhibit 21.1",5,3,"Legal Name, Jurisdiction, Percent Owned"
EXHIBIT 31.1,CERTIFICATIONS Exhibit 31.1,2,2,"Line Item, Jeffrey P. Bezos"
EXHIBIT 31.2,CERTIFICATIONS Exhibit 31.2,2,2,"Line Item, Brian T. Olsavsky"
EXHIBIT 32.1,Certification Pursuant to 18 U.S.C. Section 1350 Exhibit 32.1,2,2,"Line Item, Jeffrey P. Bezos"
EXHIBIT 32.2,Certification Pursuant to 18 U.S.C. Section 1350 Exhibit 32.2,2,2,"Line Item, Brian T. Olsavsky"
