SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,Stock Options_3,3,4,"Line Item, YE 2018, YE 2017, YE 2016"
,Stock Options_4,2,5,"Line Item, Intrinsic Value as of February 2, 2019, Number ofShares as of February 2, 2019, Weighted-AverageRemainingContractualLife, Weighted-AverageExercise Price Per Share"
,Leases  11,8,1,($ in millions)
,Leases  11_2,4,4,"($ in millions), YE 2018, YE 2017, YE 2016"
,Income Taxes  12,3,4,"($ in millions), YE 2018, YE 2017, YE 2016"
,Income Taxes  12_2,11,4,"($ in millions), YE 2018, YE 2017, YE 2016"
,Income Taxes  12_3,8,4,"Line Item, YE 2018, YE 2017, YE 2016"
,Income Taxes  12_4,19,3,"($ in millions), February 2, 2019, February 3, 2018"
,Income Taxes  12_5,9,4,"($ in millions), YE 2018, YE 2017, YE 2016"
,Earnings per Share  14,3,4,"(shares in millions), YE 2018, YE 2017, YE 2016"
,Segment Information  16,23,7,"($ in millions), Old Navy Global, Gap Global, BananaRepublic Global, Other, Total, Percentageof Net Sales"
,Segment Information  16_2,3,3,"($ in millions), February 2, 2019, February 3, 2018"
,Quarterly Information (Unaudited)  17,12,6,"($ in millions except per share amounts), May 5, 2018, August 4, 2018, November 3, 2018, February 2, 2019, February 2, 2019(fiscal 2018)"
,SIGNATURES,4,2,"Line Item, THE GAP, INC"
,SIGNATURES_2,24,2,"Line Item, Amy Bohutinsky, Director"
