SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_9",1,3,"Aggregate benefit obligation, 2,106,348, 2,241,690"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_10",1,3,"Aggregate accumulated benefit obligation, 2,070,183, 2,210,590"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_11",2,4,"Equity securities, 72, 67, 71"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_12",14,5,"Common stocks -- mutual funds -- equity, 457,567, 166,045, 291,522, --"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_13",2,4,"Other current liability, (9,213, ), (9,280"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_14",2,3,"Net actuarial loss, 1,014,794, 941,063"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_15",3,5,"Expected return on plan assets, (154,006, ), (155,432, (156,832"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_16",4,5,"Recognition of actuarial loss, (39,721, ), (38,034, (31,641"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_17",2,4,"Weighted average discount rate, 3.70, 4.26, 4.82"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_18",9,5,"Current liabilities, (768,000, ), (50,000, (818,000"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_19",10,5,"Interest expense, net, (92,093, ), (38,677, (19,525"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_20",25,4,"Automotive, 105,238, 71,405, 65,372"
,"December 31, 2018 s to Consolidated Financial Statements Genuine Parts Company and Subsidiaries_21",6,4,"Automotive, 7,472,460, 7,164,831, 6,956,628"
EXHIBIT 21,"(as of December 31, 2018) SUBSIDIARIES OF THE COMPANY EXHIBIT 21",6,2,"Subsidiary, Jurisdiction of Incorporation"
