SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,Revenue from Contracts with Customers,9,4,"Line Item, 2018, 2017 (a)(b), 2016 (a)"
,4. Earnings Per Share,3,4,"Basic Shares, 276, 284, 287"
,5. Acquisition,9,1,Line Item
,"8. Property and Equipment, Net",2,3,"Total, 6,733, 6,687"
,12. Income Taxes,1,5,"Total, (52, ), (108, 110"
,Uncertain Tax Positions,6,4,"Gross Unrecognized Tax Benefits, as of the Beginning of the Fiscal Year, 67, 90, 248"
,Foreign Exchange Derivative Instruments 14. Derivative Financial Instruments,3,3,"Line Item, 2018, 2017"
,16. Comprehensive Income,7,6,"Balance as of February 3, 2018, 32, (10, ), 2, 24"
,16. Comprehensive Income_2,5,2,"Location on Consolidated Statements of Income, (Gain) Loss Reclassified from Accumulated Other Comprehensive Income"
,Operating Leases,4,4,"Total Store Rent, 735, 709, 678"
,19. Retirement Benefits,6,3,"Balance at Beginning of Year, 269, 258"
,Common Stock Share Repurchases_2,5,5,"Repurchase Program, Amount Authorized, 2018, 2017, 2016"
,Dividends,12,4,"2018 Total, 2.40, --, 666"
,Stock Options,2,5,"Outstanding as of February 2, 2019, 5,292, 53.14, 6.48, 3,384"
,Stock Options_2,4,4,"Line Item, 2018, 2017, 2016"
,Restricted Stock,4,3,"Unvested as of February 3, 2018, 5,699, 57.97"
,22. Segment Information,18,6,"Line Item, Victoria'sSecret, Bath & BodyWorks, Victoria's Secretand Bath &Body WorksInternational, Other, Total"
,23. Quarterly Financial Data (Unaudited),7,5,"Line Item, May 5,2018, August 4,2018, November 3,2018 (a)(b), February 2,2019 (c)"
,23. Quarterly Financial Data (Unaudited)_2,7,5,"Line Item, April 29, 2017, July 29,2017, October 28, 2017, February 3,2018 (a)(b)(c)"
,"CONDENSED CONSOLIDATING BALANCE SHEET L BRANDS, INC",26,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING BALANCE SHEET L BRANDS, INC_2",26,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF INCOME L BRANDS, INC",12,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF COMPREHENSIVE INCOME L BRANDS, INC",8,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF INCOME L BRANDS, INC_2",11,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF COMPREHENSIVE INCOME L BRANDS, INC_2",8,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF INCOME L BRANDS, INC_3",11,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF COMPREHENSIVE INCOME L BRANDS, INC_3",9,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF CASH FLOWS L BRANDS, INC",24,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF CASH FLOWS L BRANDS, INC_2",23,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,"CONDENSED CONSOLIDATING STATEMENT OF CASH FLOWS L BRANDS, INC_3",25,6,"Line Item, L Brands, Inc, GuarantorSubsidiaries, Non-guarantorSubsidiaries, Eliminations, ConsolidatedL Brands, Inc"
,SECURITY OWNERSHIP OF CERTAIN BENEFICIAL OWNERS AND MANAGEMENT AND RELATED STOCKHOLDER MATTERS,3,4,"Plan category, (a) Number ofsecurities to be issuedupon exercise ofoutstanding options,warrants and rights, (b) Weighted-averageexercise price ofoutstanding options,warrants and rights, (c) Number of securitiesremaining available forfuture issuance underequity compensationplan (excludingsecurities reflected incolumn (a))"
,SIGNATURES,26,2,"Signature, Title"
,EXHIBIT INDEX,12,2,"Exhibit No, Document"
SUBSIDIARIES OF THE REGISTRANT,Exhibit 21,14,2,"Subsidiaries (a), Jurisdiction ofIncorporation"
