SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,Scheduled Maturities of Capital Lease Obligations and Long-Term Debt,9,3,"Line Item, CapitalLease Obligations, Long-termDebt"
,Income Taxes,3,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Income Taxes_2,10,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Income Taxes_3,9,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_3,19,3,"Line Item,  12/31/2018,  12/31/2017"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_4,6,4,"Line Item,  12/31/2018,  12/31/2017,  12/31/2016"
,Stock-Based Employee Compensation Activity,10,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_5,14,5,"Line Item, Shares, WeightedAverageExercisePrice, WeightedAverageRemainingContractualLife (Years), AggregateIntrinsicValue"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_6,15,3,"Line Item, Shares, WeightedAverageGrant DateFair Value"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_7,21,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_8,16,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_9,9,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_10,31,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_11,16,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_12,16,4,"Line Item,  12/31/2018,  12/31/2017,  12/31/2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_13,16,4,"Line Item,  12/31/2018,  12/31/2017,  12/31/2016"
,Selected Quarterly Financial Results (Unaudited),14,6,"Line Item, First, Second, Third, Fourth(1,2), Total"
,"2016 and 2017 , December 31, 2018 For the Years Ended LAS VEGAS SANDS CORP. AND SUBSIDIARIES SCHEDULE II -- VALUATION AND QUALIFYING ACCOUNTS",4,5,"Description, Balance atBeginningof Year, ProvisionforDoubtfulAccounts, Write-offs,Net ofRecoveries, Balanceat Endof Year"
,"2016 and 2017 , December 31, 2018 For the Years Ended LAS VEGAS SANDS CORP. AND SUBSIDIARIES SCHEDULE II -- VALUATION AND QUALIFYING ACCOUNTS_2",4,5,"Description, Balance atBeginningof Year, Additions, Deductions, Balanceat Endof Year"
,EXHIBITS AND FINANCIAL STATEMENT SCHEDULES,7,2,"Exhibit No, Description of Document"
,EXHIBITS AND FINANCIAL STATEMENT SCHEDULES_2,9,2,"Exhibit No, Description of Document"
,EXHIBITS AND FINANCIAL STATEMENT SCHEDULES_3,14,2,"Exhibit No, Description of Document"
,EXHIBITS AND FINANCIAL STATEMENT SCHEDULES_4,13,2,"Exhibit No, Description of Document"
,EXHIBITS AND FINANCIAL STATEMENT SCHEDULES_5,17,2,"Exhibit No, Description of Document"
,EXHIBITS AND FINANCIAL STATEMENT SCHEDULES_6,13,2,"Exhibit No, Description of Document"
,EXHIBITS AND FINANCIAL STATEMENT SCHEDULES_7,11,2,"Exhibit No, Description of Document"
,SIGNATURES,24,3,"Signature, Title, Date"
EXHIBIT 21.1,Significant Subsidiaries of Las Vegas Sands Corp,16,2,"Legal Name, State or Other Jurisdiction of Incorporation or Organization"
