SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,Pension and OPEB Plans,4,3,"Line Item, Effect on 2019 Pension Expense, Effect on December 31, 2018 PBO"
,Foreign Currency Exchange Rate Risk,2,3,"Line Item, 2018, 2017"
,Quantitative Disclosure,2,3,"Line Item, 2018, 2017"
,Foreign Currency Exchange Rate Risk_2,2,3,"Line Item, 2018, 2017"
,CONSOLIDATED INCOME STATEMENTS,12,5,"Net income (loss), 8,005, (3,882, ), 9,268"
,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME,7,5,"Net income (loss), 8,005, (3,882, ), 9,268"
,CONSOLIDATED BALANCE SHEETS GENERAL MOTORS COMPANY AND SUBSIDIARIES,27,3,"Total Assets, 227,339, 212,482"
,CONSOLIDATED STATEMENTS OF CASH FLOWS GENERAL MOTORS COMPANY AND SUBSIDIARIES,22,5,"Net cash used in investing activities, (20,763, ), (27,572, (35,643"
,CONSOLIDATED STATEMENTS OF EQUITY GENERAL MOTORS COMPANY AND SUBSIDIARIES,30,8,"Balance at January 1, 2016, 15, 27,607, 20,285, (8,036, ), 452, 40,323"
,Recently Adopted Accounting Standards,5,4,"Line Item, As Reported, Balances without Adoption of ASC 606, Effect of Change"
,Recently Adopted Accounting Standards_2,6,4,"Line Item, As Reported, Balances without Adoption of ASC 606, Effect of Change"
,Revenue   3,9,8,"Line Item, GMNA, GMI, Corporate, Total Automotive, GM Financial, Eliminations, Total"
,Marketable and Other Securities   4,23,4,"Line Item, Fair Value Level, December 31, 2018, December 31, 2017"
,GM Financial Receivables and Transactions   5,7,4,"Line Item, Retail, Commercial(a), Total"
,GM Financial Receivables and Transactions   5_2,6,4,"Line Item, 2018, 2017, 2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES,5,3,"Line Item, Amount, Percent of Contractual Amount Due"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_2,3,4,"Line Item, 2018, 2017, 2016"
,Equipment on Operating Leases   7,1,7,"Line Item, 2019, 2020, 2021, 2022, 2023, Total"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_3,3,4,"Line Item, 2018, 2017, 2016"
,Summarized Financial Data of Nonconsolidated Affiliates,8,4,"Line Item, Automotive China JVs, Others, Total"
,Summarized Financial Data of Nonconsolidated Affiliates_2,7,4,"Line Item, 2018, 2017, 2016"
,Transactions with Nonconsolidated Affiliates,4,4,"Line Item, 2018, 2017, 2016"
,Property   9,8,4,"Line Item, Estimated Useful Lives in Years, December 31, 2018, December 31, 2017"
,Property   9_2,3,4,"Line Item, 2018, 2017, 2016"
,Goodwill and Intangible Assets   10,4,4,"Line Item, Gross Carrying Amount, Accumulated Amortization, Net Carrying Amount"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_4,8,4,"Line Item, 2018, 2017, 2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_5,5,3,"Line Item, Carrying Amount, Fair Value"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_6,3,4,"Line Item, 2018, 2017, 2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_7,7,4,"Line Item, Automotive, Automotive Financing(a), Total"
,Automotive  Derivative Financial Instruments   14,5,4,"Line Item, Fair Value Level, December 31, 2018, December 31, 2017"
,GM Financial_2,10,4,"Line Item, Fair Value Level, December 31, 2018, December 31, 2017"
,GM Financial_3,1,3,"Line Item, Carrying Amount of Hedged Items, Cumulative Amount of Fair Value Hedging Adjustments(a)"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_8,3,4,"Line Item, 2018, 2017, 2016"
,Pension and OPEB Obligations and Plan Assets,28,3,"Line Item, Pension Benefits, Global OPEB Plans"
,Pension and OPEB Obligations and Plan Assets_2,7,3,"Line Item, U.S, Non-U.S"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_9,13,3,"Line Item, Pension Benefits, Global OPEB Plans"
,Target Allocation Percentages,4,3,"Line Item, U.S, Non-U.S"
,Assets and Fair Value Measurements,13,5,"Line Item, Level 1, Level 2, Level 3, Total"
,Assets and Fair Value Measurements_2,13,5,"Line Item, Level 1, Level 2, Level 3, Total"
,Benefit Payments,7,3,"Line Item, Pension Benefits, Global OPEB Plans"
,Noncancelable Operating Leases,3,8,"Line Item, 2019, 2020, 2021, 2022, 2023, Thereafter, Total"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_10,3,4,"Line Item, 2018, 2017, 2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_11,11,4,"Line Item, 2018, 2017, 2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_12,13,4,"Line Item, 2018, 2017, 2016"
,Uncertain Tax Positions,8,4,"Line Item, 2018, 2017, 2016"
,Restructuring and Other Initiatives   18,5,4,"Line Item, 2018, 2017, 2016"
,Interest Income and Other Non-Operating Income,6,4,"Line Item, 2018, 2017, 2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_13,14,4,"Line Item, 2018, 2017, 2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_14,21,4,"Line Item, 2018, 2017, 2016"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_15,12,4,"Line Item, 2018, 2017, 2016"
,GM Stock Incentive Awards  Stock Incentive Plans   23,5,4,"Line Item, Shares, Weighted-Average Grant Date Fair Value, Weighted-Average Remaining Contractual Term in Years"
,Supplementary Quarterly Financial Information (Unaudited)   24,10,5,"Line Item, 1st Quarter, 2nd Quarter, 3rd Quarter, 4th Quarter"
,Supplementary Quarterly Financial Information (Unaudited)   24_2,10,5,"Line Item, 1st Quarter, 2nd Quarter, 3rd Quarter, 4th Quarter"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_16,19,9,"Line Item, GMNA, GMI, Corporate, Eliminations, Total Automotive, GM Cruise, GM Financial, Total"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_17,19,9,"Line Item, GMNA, GMI, Corporate, Eliminations, Total Automotive, GM Cruise, GM Financial, Total"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_18,19,9,"Line Item, GMNA, GMI, Corporate, Eliminations, Total Automotive, GM Cruise, GM Financial, Total"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (Continued) GENERAL MOTORS COMPANY AND SUBSIDIARIES_19,7,3,"Line Item, Net Sales and Revenue, Long-Lived Assets"
,Supplemental Information for the Consolidated Statements of Cash Flows   26,14,3,"2018, 2017, 2016"
,Exhibits,15,2,"Exhibit Number, Exhibit Name"
,Exhibits_2,23,2,"Exhibit Number, Exhibit Name"
,Exhibits_3,24,2,"Exhibit Number, Exhibit Name"
,SIGNATURES,28,2,"Signature, Title"
EXHIBIT 10.21 - FORM OF GM CRUISE RSU AWARD AGREEMENT,Summary of the Award,8,2,"Issuer, GM Cruise Holdings LLC, a Delaware limited liability company (the ""Company"")"
EXHIBIT 10.22 - FORM OF GM CRUISE OPTION AWARD AGREEMENT,Summary of the Award,5,2,"Issuer, GM Cruise Holdings LLC, a Delaware limited liability company"
,Summary of the Award_2,1,2,"Restrictive Covenants, You will be subject to the restrictive covenants set forth in Exhibit A attached"
EXHIBIT 10.23 - AMENDED AND RESTATED GM U.S. EXECUTIVE SEVERANCE PROGRAM,SEPARATION BENEFITS ARTILCE V,2,5,"Level, Base Salary Multiple, STIP Target Multiple, Healthcare Equivalent Payment Multiple, Equity Equivalent"
,SEPARATION BENEFITS ARTILCE V_2,2,4,"Level, Base Salary Multiple, STIP Target Multiple, Healthcare Equivalent Payment Multiple"
EXHIBIT 10.33 - AMENDED LLC AGREEMENT OF GM CRUISE HOLDINGS LLC,Vested Class B Common Share,5,2,"Defined Term, Section Where Found"
,Vested Class B Common Share_2,45,2,"Defined Term, Section Where Found"
,Vested Class B Common Share_3,45,2,"Defined Term, Section Where Found"
,Vested Class B Common Share_4,34,2,"Defined Term, Section Where Found"
