SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,Restricted Stock Units,6,2,"Restricted Stock Unit Activity, Total Nonvested Units"
,Performance Share Units,6,2,"Performance Share Unit Activity, Total Nonvested Units"
,Stock Options,5,4,"Line Item, Number ofOptions (a), ExercisePrice (b), IntrinsicValue (c)"
,(c)_7,3,4,"Stock Option Exercises(millions), 2018, 2017, 2016"
,Defined Contribution Plans 23,6,1,Plan Expenses
,Pension Plans 24,4,3,"Funded Status, Qualified Plans, Nonqualified Plans"
,Contributions and Estimated Future Benefit Payments,6,2,"Estimated Future Benefit Payments(millions), PensionBenefits"
,Cost of Plans,8,1,Net Pension Benefits Expense
,Assumptions,2,3,"Line Item, 2018, 2017"
,Assumptions_2,3,4,"Line Item, 2018, 2017, 2016"
,Benefit Obligation,8,3,"Change in Projected Benefit Obligation, Qualified Plans, Nonqualified Plans"
,Plan Assets,7,3,"Change in Plan Assets, Qualified Plans, Nonqualified Plans"
,Plan Assets_2,7,3,"Asset Category, Current Targeted, Actual Allocation"
,(b)_3,14,2,"Fair Value Measurements, Fair Value at"
,(c)_8,3,2,"Position, Valuation Technique"
,Amounts Included in Shareholders' Equity,4,1,Amounts in Accumulated Other Comprehensive Income
,Quarterly Results (Unaudited) 26,10,9,"Discontinued operations, net of tax, 1, 3, --, 6, 2, (1, ), 7"
