SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,NET SALES AND SEGMENT REPORTING 2,3,4,"in millions, February 3, 2019, January 28, 2018, January 29, 2017"
,NET SALES AND SEGMENT REPORTING 2_2,3,4,"in millions, YE 2018, YE 2017, YE 2016"
,NET SALES AND SEGMENT REPORTING 2_3,3,4,"in millions, YE 2018, YE 2017, YE 2016"
,NET SALES AND SEGMENT REPORTING 2_4,4,4,"in millions, YE 2018, YE 2017, YE 2016"
,NET SALES AND SEGMENT REPORTING 2_5,3,2,"Major Product Line, Merchandising Departments"
,NET SALES AND SEGMENT REPORTING 2_6,16,3,"dollars in millions, NetSales, of Net Sales"
,Net Property and Equipment PROPERTY AND LEASES 3,9,3,"in millions, February 3, 2019, January 28, 2018"
,Net Property and Equipment PROPERTY AND LEASES 3_2,2,2,"in millions, Fiscal"
,Leases,1,3,"in millions, February 3, 2019, January 28, 2018"
,Leases_2,2,2,"in millions, Fiscal"
,Leases_3,11,3,"in millions, OperatingLeases, CapitalLeases"
,Short-Term Debt DEBT AND DERIVATIVE INSTRUMENTS 4,4,3,"dollars in millions, February 3, 2019, January 28, 2018"
,Long-Term Debt,32,5,"in millions, InterestPayable, PrincipalAmount, February 3, 2019, January 28, 2018"
,Maturities of Long-Term Debt,6,2,"in millions, Principal"
,Tax Reform INCOME TAXES 5,3,5,"in millions, Deemed Repatriation, Deferred Tax Remeasure-ment, Statutory Tax Rate Impact, Total"
,Provision for Income Taxes,4,2,"in millions, Fiscal"
,Provision for Income Taxes_2,12,2,"in millions, Fiscal"
,Provision for Income Taxes_3,1,4,"Line Item, YE 2018, YE 2017, YE 2016"
,Provision for Income Taxes_4,6,2,"in millions, Fiscal"
,Deferred Taxes,17,3,"in millions, February 3, 2019, January 28, 2018"
,Deferred Taxes_2,3,3,"in millions, February 3, 2019, January 28, 2018"
,Unrecognized Tax Benefits,8,2,"in millions, Fiscal"
,Interest and Penalties,1,3,"in millions, February 3, 2019, January 28, 2018"
,Stock Rollforward STOCKHOLDERS' EQUITY 6,10,2,"in millions, Fiscal"
,Stock Rollforward STOCKHOLDERS' EQUITY 6_2,1,3,"YE 2018, YE 2017, YE 2016"
,Accelerated Share Repurchase Agreements,4,6,"Agreement Date, Settlement Date, AgreementAmount, Initial Shares Delivered, Additional Shares Delivered, Total Shares Delivered"
,Assets and Liabilities Measured at Fair Value on a Recurring Basis,3,4,"in millions, Quoted Prices in Active Markets for Identical Assets(Level 1), SignificantObservable Inputs(Level 2), SignificantUnobservable Inputs(Level 3)"
,Assets and Liabilities Measured at Fair Value on a Nonrecurring Basis,1,3,"in millions, Fair Value(Level 1), CarryingValue"
,Stock Options,5,4,"Line Item, YE 2018, YE 2017, YE 2016"
,Stock Options_2,2,2,"in millions, Fiscal"
,Stock Options_3,5,3,"shares in thousands, Number ofShares, Weighted AverageExercise Price"
,Stock Options_4,2,5,"shares in thousands, dollars in millions, except for per share amounts, Number ofShares, IntrinsicValue, Weighted Average Remaining Life, Weighted AverageExercise Price"
,Restricted Stock Units and Deferred Shares,1,3,"YE 2018, YE 2017, YE 2016"
,Stock-Based Compensation Activity,5,3,"shares in thousands, Number ofShares, Weighted AverageGrant Date Fair Value"
,Stock-Based Compensation Activity_2,2,2,"in millions, Fiscal"
,Stock-Based Compensation Activity_3,2,2,"in millions, Fiscal"
,EMPLOYEE BENEFIT PLANS 9,2,2,"in millions, Fiscal"
,WEIGHTED AVERAGE COMMON SHARES 10,4,2,"in millions, Fiscal"
,QUARTERLY FINANCIAL DATA (UNAUDITED) 12,12,5,"in millions, except per share data, FirstFiscal Quarter, Second Fiscal Quarter, ThirdFiscal Quarter, Fourth Fiscal Quarter"
,"Exhibits, Financial Statement Schedules",29,3,"Exhibit, Description, Reference"
,"Exhibits, Financial Statement Schedules_2",21,3,"Exhibit, Description, Reference"
,"Exhibits, Financial Statement Schedules_3",18,3,"Exhibit, Description, Reference"
,"Exhibits, Financial Statement Schedules_4",8,3,"Exhibit, Description, Reference"
,SIGNATURES,26,2,"Signature, Title"
,"SELECTED FINANCIAL DATA THE HOME DEPOT, INC",34,6,"amounts in millions, except per share data or where noted, YE 2018, YE 2017, YE 2016, YE 2015, YE 2014"
EXHIBIT 21,LIST OF SUBSIDIARIES,6,3,"NAME OF SUBSIDIARY, STATE OR JURISDICTION OF INCORPORATION, D/B/A"
