SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,Sensitivity Analysis_2,3,4,"Line Item, Basis Point Change, /Decrease 2018 YE Obligation, Increase/(Decrease) 2019 Expense"
,Sensitivity Analysis_3,2,3,"Assumption, Basis Point Change, Increase/(Decrease)"
,Sensitivity Analysis_4,2,3,"Assumption, Basis PointChange, Increase/(Decrease)"
,ACCOUNTING STANDARDS ISSUED BUT NOT YET ADOPTED,12,2,"ASU, Effective Date (a)"
,AGGREGATE CONTRACTUAL OBLIGATIONS,9,6,"Total Company excluding Ford Credit, 4,403, 5,502, 3,203, 17,795, 30,903"
,Interest Rate Risk,2,3,"Pre-Tax Cash Flow Sensitivity, 2017, 2018"
,SIGNATURES,22,3,"Signature, Title, Date"
,SIGNATURES_2,13,3,"Signature, Title, Date"
,CONSOLIDATED INCOME STATEMENT FORD MOTOR COMPANY AND SUBSIDIARIES,20,4,"Automotive, 141,546, 145,653, 148,294"
,CONSOLIDATED STATEMENT OF COMPREHENSIVE INCOME,6,5,"Marketable securities, (8, ), (34, (11"
,CONSOLIDATED BALANCE SHEET FORD MOTOR COMPANY AND SUBSIDIARIES,5,4,"Accumulated other comprehensive income/(loss) (Note 21), (6,959, ), (7,366"
,CONSOLIDATED BALANCE SHEET FORD MOTOR COMPANY AND SUBSIDIARIES_2,6,3,"Cash and cash equivalents, 3,479, 2,728"
,CONSOLIDATED STATEMENT OF CASH FLOWS FORD MOTOR COMPANY AND SUBSIDIARIES,35,5,"Other amortization, (306, ), (669, (972"
,CONSOLIDATED STATEMENT OF EQUITY FORD MOTOR COMPANY AND SUBSIDIARIES,1,6,"Dividend and dividend equivalents declared (a), --, (2,915, ), (12, (2,927"
,"Certain Transactions Between Automotive, Mobility, and Ford Credit",4,4,"Line Item, Automotive, Mobility, Ford Credit"
,(Continued)  PRESENTATION   1,8,4,"Line Item, Previously Reported, As Revised, Effect of Change Higher/(Lower)"
,(Continued)  PRESENTATION   1_2,4,4,"Line Item, Previously Reported, As Revised, Effect of Change Higher/(Lower)"
,(Continued)  PRESENTATION   1_3,4,4,"Line Item, Previously Reported, As Revised, Effect of Change Higher/(Lower)"
,"Selling, administrative, and other expenses_2",2,4,"Line Item, 2016, 2017, 2018"
,"ASU 2016-01, Financial Instruments - Recognition and Measurement of Financial Assets and Financial Liabilities",4,2,"ASU, Effective Date"
,REVENUE   4,9,5,"Line Item, Automotive, Mobility, Ford Credit, Consolidated"
,REVENUE   4_2,9,5,"Line Item, Automotive, Mobility, Ford Credit, Consolidated"
,"Other income/(loss), net",9,4,"Line Item, 2016, 2017, 2018"
,"Selling, administrative, and other expenses_3",2,4,"Line Item, 2016, 2017, 2018"
,(Continued)  SHARE-BASED COMPENSATION   6,7,4,"Line Item, 2016, 2017, 2018"
,(Continued)  SHARE-BASED COMPENSATION   6_2,5,3,"Line Item, Shares, Weighted-Average Fair Value"
,Components of Income Taxes,29,4,"Line Item, 2016, 2017, 2018"
,Components of Deferred Tax Assets and Liabilities,9,3,"Total net deferred tax assets, 19,198, 18,492"
,Other,8,3,"Line Item, 2017, 2018"
,Earnings Per Share Attributable to Ford Motor Company Common and Class B Stock,7,4,"Line Item, 2016, 2017, 2018"
,"CASH, CASH EQUIVALENTS, AND MARKETABLE SECURITIES   9",36,6,"Line Item, Fair Value Level, Automotive, Mobility, Ford Credit, Consolidated"
,"(Continued)  CASH, CASH EQUIVALENTS, AND MARKETABLE SECURITIES   9",17,8,"Line Item, Amortized Cost, Gross Unrealized Gains, Gross Unrealized Losses, Fair Value, Within 1 Year, After 1 Year through 5 Years, After 5 Years"
,"(Continued)  CASH, CASH EQUIVALENTS, AND MARKETABLE SECURITIES   9_2",4,4,"Line Item, 2016, 2017, 2018"
,"(Continued)  CASH, CASH EQUIVALENTS, AND MARKETABLE SECURITIES   9_3",16,3,"Line Item, Fair Value, Unrealized Losses"
,Non-Consumer Portfolio,16,3,"Line Item, 2017, 2018"
,(Continued)  FORD CREDIT FINANCE RECEIVABLES   10,5,6,"Line Item, 2019, 2020, 2021, Thereafter, Total"
,Aging,13,3,"Line Item, 2017, 2018"
,(Continued)  FORD CREDIT FINANCE RECEIVABLES   10_2,6,3,"Line Item, 2017, 2018"
,(Continued)  FORD CREDIT ALLOWANCE FOR CREDIT LOSSES   11,16,4,"Line Item, Consumer, Non-Consumer, Total"
,(Continued)  FORD CREDIT ALLOWANCE FOR CREDIT LOSSES   11_2,16,4,"Line Item, Consumer, Non-Consumer, Total"
,INVENTORIES   12,3,3,"Line Item, 2017, 2018"
,Net investment in operating leases,8,3,"Line Item, 2017, 2018"
,"Ford Credit interest, operating, and other expense",1,4,"Line Item, 2016, 2017, 2018"
,Ford Credit revenues,1,7,"Line Item, 2019, 2020, 2021, 2022, Thereafter, Total"
,Net Property,10,3,"Line Item, 2017, 2018"
,Net Property_2,4,4,"Line Item, 2016, 2017, 2018"
,Lease Commitments,7,2,"Line Item, Operating Lease Commitments"
,(Continued)  NET PROPERTY AND LEASE COMMITMENTS   14,3,2,"Line Item, Operating Lease Expense"
,EQUITY IN NET ASSETS OF AFFILIATED COMPANIES   15,20,3,"Line Item, 2017, 2018"
,(Continued)  EQUITY IN NET ASSETS OF AFFILIATED COMPANIES   15,3,4,"Summarized Income Statement, 2016, 2017, 2018"
,(Continued)  EQUITY IN NET ASSETS OF AFFILIATED COMPANIES   15_2,3,4,"Income Statement, 2016, 2017, 2018"
,(Continued)  EQUITY IN NET ASSETS OF AFFILIATED COMPANIES   15_3,2,3,"Balance Sheet, 2017, 2018"
,OTHER LIABILITIES AND DEFERRED REVENUE   16,17,3,"Line Item, 2017, 2018"
,Defined Benefit Plans - Expense and Status,8,3,"Line Item, 2017, 2018"
,Defined Benefit Plans - Expense and Status_2,8,4,"Line Item, 2016, 2017, 2018"
,(Continued)  RETIREMENT BENEFITS   17,14,8,"Funded status at December 31, (2,180, ), (2,495, (4,441, (3,806, (6,169, (5,559"
,Expected Future Benefit Payments and Amortization,6,4,"Line Item, U.S. Plans, Non-U.S.Plans, WorldwideOPEB"
,(Continued)  RETIREMENT BENEFITS   17_2,7,7,"Line Item, FairValueatJanuary 1, Attributableto AssetsHeldatDecember 31, AttributabletoAssetsSold, Net Purchases/(Settlements), Transfers Into/ (Out of) Level 3, FairValueatDecember 31"
,(Continued)  DEBT AND COMMITMENTS   18,47,3,"Automotive, 2017, 2018"
,Maturities,11,9,"Line Item, 2019, 2020, 2021, 2022, 2023, Thereafter, Adjustments, Total Debt Maturities"
,Public Unsecured Debt Securities,18,3,"Title of Security, 2017, 2018"
,Asset-Backed Debt,6,3,"Line Item, 2017, 2018"
,Income Effect of Derivative Financial Instruments,13,4,"Line Item, 2016, 2017, 2018"
,Balance Sheet Effect of Derivative Financial Instruments,14,4,"Line Item, Notional, Fair Value ofAssets, Fair Value ofLiabilities"
,ACCUMULATED OTHER COMPREHENSIVE INCOME/(LOSS)   21,40,4,"Line Item, 2016, 2017, 2018"
,Guarantees and Indemnifications,2,3,"Line Item, 2017, 2018"
,Other assets,6,3,"Line Item, 2017, 2018"
,Special Items,30,9,"Line Item, Automotive, Mobility, Ford Credit, Corporate Other, Interest on Debt, SpecialItems, Adjustments, Total"
,Geographic Information,6,3,"Line Item, Revenues, Long-LivedAssets (a)"
,(unaudited) SELECTED QUARTERLY FINANCIAL DATA   25,7,5,"Line Item, FirstQuarter, SecondQuarter, ThirdQuarter, FourthQuarter"
,Schedule II -- Valuation and Qualifying Accounts FORD MOTOR COMPANY AND SUBSIDIARIES,21,5,"Description, Balance atBeginning ofPeriod, Charged toCosts andExpenses, Deductions, Balance at Endof Period"
