SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,Fair Value Measurements and Concentrations of Credit Risk 13,2,5,"Line Item, Total, Quoted Pricesin ActiveMarkets forIdentical Assets(Level 1), SignificantObservableInputs(Level 2), SignificantUnobservableInputs(Level 3)"
,Fair Value Measurements and Concentrations of Credit Risk 13_2,2,4,"Line Item, NotionalAmount, CarryingAmount, FairValue"
,Fair Value Measurements and Concentrations of Credit Risk 13_3,2,5,"Line Item, Total, Quoted Pricesin ActiveMarkets forIdentical Assets(Level 1), SignificantObservableInputs(Level 2), SignificantUnobservableInputs(Level 3)"
,"Earnings Per Share Attributable to Macy's, Inc. Shareholders 14",9,4,"Line Item, NetIncome, Shares, Net Income"
,Quarterly Results (unaudited) 15,25,5,"Line Item, FirstQuarter, SecondQuarter, ThirdQuarter, FourthQuarter"
,"(millions)  2018 For Condensed Consolidating Statement of Comprehensive Income MACY'S, INC",22,6,"Line Item, Parent, SubsidiaryIssuer, OtherSubsidiaries, ConsolidatingAdjustments, Consolidated"
,"(millions)  2017 For Condensed Consolidating Statement of Comprehensive Income MACY'S, INC",22,6,"Line Item, Parent, SubsidiaryIssuer, OtherSubsidiaries, ConsolidatingAdjustments, Consolidated"
,"(millions)  2016 For Condensed Consolidating Statement of Comprehensive Income MACY'S, INC",21,6,"Line Item, Parent, SubsidiaryIssuer, OtherSubsidiaries, ConsolidatingAdjustments, Consolidated"
,"(millions)  February 2, 2019 As of Condensed Consolidating Balance Sheet MACY'S, INC",31,6,"Line Item, Parent, SubsidiaryIssuer, OtherSubsidiaries, ConsolidatingAdjustments, Consolidated"
,"(millions)  February 3, 2018 As of Condensed Consolidating Balance Sheet MACY'S, INC",31,6,"Line Item, Parent, SubsidiaryIssuer, OtherSubsidiaries, ConsolidatingAdjustments, Consolidated"
,"(millions)  2018 For Condensed Consolidating Statement of Cash Flows MACY'S, INC",25,6,"Line Item, Parent, SubsidiaryIssuer, OtherSubsidiaries, ConsolidatingAdjustments, Consolidated"
,"(millions)  2017 For Condensed Consolidating Statement of Cash Flows MACY'S, INC",25,6,"Line Item, Parent, SubsidiaryIssuer, OtherSubsidiaries, ConsolidatingAdjustments, Consolidated"
,"(millions)  2016 For Condensed Consolidating Statement of Cash Flows MACY'S, INC",25,6,"Line Item, Parent, SubsidiaryIssuer, OtherSubsidiaries, ConsolidatingAdjustments, Consolidated"
2019-2022 PERFORMANCE-BASED RESTRICTED STOCK UNITS TERMS AND CONDITIONS,Normal Vesting of Performance Units,4,3,"Performance Level, 3-year Average, Vesting Percentage"
,Normal Vesting of Performance Units_2,4,3,"Performance Level, 3-year Average, Vesting Percentage"
,Normal Vesting of Performance Units_3,4,3,"Performance Level, 3-year TSR vs. Peer Group, Vesting Percentage"
SUBSIDIARIES,"Subsidiary List as of February 2, 2019 Macy's, Inc",25,3,"Corporate Name, State of Incorporation/Formation, Trade Name(s)"
