SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_2",6,5,"Line Item, December 31, 2017, QuotedMarketPrices inActiveMarkets(Level 1), OtherObservableInputs(Level 2), UnobservableInputs(Level 3)"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_3",7,4,"Net income attributable to Wynn Resorts, Limited, 572,430, 747,181, 241,975"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_4",2,5,"Operating revenues, 6,306,368, (236,208, ), 6,070,160"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_5",2,5,"Operating revenues, 4,466,297, (120,500, ), 4,345,797"
,Investment Securities,2,5,"Line Item, Amortizedcost, Grossunrealizedgains, Grossunrealizedlosses, Fair value(netcarryingamount)"
,"Property and Equipment, net",9,3,"Line Item,  12/31/2018,  12/31/2017"
,"Intangible Assets, net",12,3,"Total indefinite-lived intangible assets, 8,397, 7,787"
,Scheduled Maturities of Long-Term Debt,9,1,Years Ending December 31
,Disaggregation of Revenues,12,4,"Total operating revenues, 5,052,091, 1,665,569, 6,717,660"
,Stock Options,2,5,"Outstanding as of December 31, 2018, 345,790, 60.99, 1.25, 14,796,122"
,Stock Options_2,3,4,"Line Item, 2018, 2017, 2016"
,Nonvested shares,2,4,"Line Item, 2018, 2017, 2016"
,Share Option Plan,2,5,"Outstanding as of December 31, 2018, 10,558,400, 2.49, 7.80, 1,403,732"
,Share Option Plan_2,3,4,"Line Item, 2018, 2017, 2016"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_6",2,4,"Line Item, 2018, 2017, 2016"
,Compensation Cost,2,4,"Total stock-based compensation expense, 35,040, 43,971, 43,722"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_7",4,4,"Line Item, 2018, 2017, 2016"
,Income Taxes,1,5,"Total, (498,654, ), (310,854, 6,356"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_8",11,4,"Line Item, (85,283, ), (138,067"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_9",9,3,"Years Ending December 31, Operating Leases, Capital Leases"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_10",5,5,"Total other non-operating income and expenses, (429,804, ), (495,296, (211,065"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_11",4,4,"Total Macau Operations, 152,159, 150,915, 881,819"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_12",4,4,"Total Macau Operations, 5,831,312, 5,463,807, 5,508,055"
,"S TO CONSOLIDATED FINANCIAL STATEMENTS (continued) WYNN RESORTS, LIMITED AND SUBSIDIARIES_13",4,4,"Line Item,  12/31/2018,  12/31/2017,  12/31/2016"
,Quarterly Consolidated Financial Information (Unaudited),6,6,"Line Item, First, Second, Third, Fourth, Year"
,Quarterly Consolidated Financial Information (Unaudited)_2,7,6,"Line Item, First, Second, Third, Fourth, Year"
,Securities Authorized for Issuance Under Equity Compensation Plans,3,4,"Plan Category, Number ofSecurities tobe IssuedUponExercise ofOutstandingOptions,Warrantsand Rights(a), Weighted-AverageExercisePrice ofOutstandingOptions,Warrantsand Rights(b), Number ofSecuritiesRemainingAvailable forFutureIssuanceUnder EquityCompensationPlans(excludingsecuritiesreflected incolumn (a))(c)"
,VALUATION AND QUALIFYING ACCOUNTS,9,5,"Description, Balance atBeginning ofYear, Provision (Benefit)forDoubtfulAccounts, Write-offs,Net ofRecoveries, Balance atEnd of Year"
,(a)3. Exhibits,18,4,"ExhibitNo, Description, Form, Filing Date"
,SIGNATURES,3,2,"Line Item, WYNN RESORTS, LIMITED"
EXHIBIT 10.2.2,AMENDED TERM FACILITY AGREEMENT,2,1,WYNN RESORTS (MACAU) S.A.as Company
EXHIBIT 10.2.3,AMENDED REVOLVING CREDIT FACILITY AGREEMENT,2,1,WYNN RESORTS (MACAU) S.A.as Company
