SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_10,5,3,"Restricted Stock Awards Activity, Number ofAwards, Weighted-AverageGrant DateFair Value"
,Earnings Per Share,6,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Changes in Accumulated Other Comprehensive Income (Loss) . 16,12,6,"Accumulated comprehensive loss at January 1, 2016, (1,232,073, ), (26,447, (69,913, (1,328,433"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_11,13,5,"Details about Accumulated Other Comprehensive Loss Components, Year Ended December 31, 2018, Year Ended December 31, 2017, Year Ended December 31, 2016, Affected Line Item in Statements of Comprehensive Income (Loss)"
,Fair Value Measurements Fair Value Measurements and Derivative Instruments . 17,6,6,"Description, Total Carrying Amount, Total Fair Value, Level 1, Level 2, Level 3"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_12,8,5,"Description, Total Fair Value, Level 1, Level 2, Level 3"
,Interest Rate Risk_3,3,6,"Debt Instrument, Swap Notional as of December 31, 2018, Maturity, Debt Fixed Rate, Swap Floating Rate: LIBOR plus, All-in Swap Floating Rate as of December 31, 2018"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_13,6,5,"Debt Instrument, Swap Notional as of December 31, 2018, Maturity, Debt Floating Rate, All-in Swap Fixed Rate"
,Fuel Price Risk,6,3,"Line Item, As of December 31, 2018, As of December 31, 2017"
,Fuel Price Risk_2,7,3,"Line Item, As of December 31, 2018, As of December 31, 2017"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_14,15,4,"Line Item, Balance SheetLocation, As of December 31, 2018, As of December 31, 2017"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_15,12,10,"Total amounts of income and expense line items presented in the statement of financial performance in which the effects of fair value or cash flow hedges are recorded, 710,617, 1,033,697, (300,872), 11,107, 681,118, 951,194, (269,881), (5,289, )"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_16,12,6,"Total amounts of income and expense line items presented in the statement of financial performance in which the effects of fair value or cash flow hedges are recorded, 713,676, 894,915, (286,514, ), (35,653"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_17,3,4,"Non-derivative instrument designated ashedging instrument under ASC 815-20, Balance Sheet Location, As of December 31, 2018, As of December 31, 2017"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_18,3,4,"Derivatives and related Hedged Items under ASC 815-20 Fair Value Hedging Relationships, Year Ended December 31, 2018, Year Ended December 31, 2017, Year Ended December 31, 2016"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_19,2,3,"Line Item, As of December 31, 2018, As of December 31, 2017"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_20,8,4,"Derivatives under ASC 815-20 Cash Flow Hedging Relationships, Year Ended December 31, 2018, Year Ended December 31, 2017, Year Ended December 31, 2016"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_21,4,2,"Gain (Loss) Recognized in Income (Net Investment Excluded Components), Year Ended December 31, 2018"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_22,2,4,"Non-derivative instruments under ASC 815-20Net Investment Hedging Relationships, Year Ended December 31, 2018, Year Ended December 31, 2017, Year Ended December 31, 2016"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_23,4,5,"Derivatives Not Designated as HedgingInstruments under ASC 815-20, Location of Gain (Loss)Recognized in Incomeon Derivative, Year Ended December 31, 2018, Year Ended December 31, 2017, Year Ended December 31, 2016"
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_24,7,1,Year
,S TO THE CONSOLIDATED FINANCIAL STATEMENTS (Continued) ROYAL CARIBBEAN CRUISES LTD_25,7,1,Year
,Quarterly Selected Financial Data (Unaudited),7,3,"Line Item, 2018, 2017"
