SearchTerm,author_id,date,favorites,formatted_date,geo,hashtags,id,mentions,permalink,retweets,text,urls,username
Advance AutoParts,374729426,11/11/2019,0,Mon Nov 11 08:28:26 +0000 2019,,# # # # # # # # # #,1.19388E+18,,https://twitter.com/Tickeron/status/1193883181885165569,0,"$ AAP in Uptrend: 50-day Moving Average broke above 200-day Moving Average on November 7, 2019. View odds for this and other indicators: https://tickeron.com/go/907302 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/61fXzwjkp9",https://tickeron.com/go/907302,
Advance AutoParts,374729426,11/10/2019,0,Sun Nov 10 09:01:06 +0000 2019,,# # # # # # # # # #,1.19353E+18,,https://twitter.com/Tickeron/status/1193529013030944768,0,"$ AAP in Uptrend: 50-day Moving Average moved above 200-day Moving Average on November 7, 2019. View odds for this and other indicators: https://tickeron.com/go/904415 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/MXmO2tIe1Y",https://tickeron.com/go/904415,
Advance AutoParts,374729426,11/9/2019,0,Sat Nov 09 10:47:42 +0000 2019,,# # # # # # # # # #,1.19319E+18,,https://twitter.com/Tickeron/status/1193193453854658560,0,"$ AAP in Uptrend: 50-day Moving Average crossed above 200-day Moving Average on November 7, 2019. View odds for this and other indicators: https://tickeron.com/go/901493 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/5LCk7vuYXz",https://tickeron.com/go/901493,
Advance AutoParts,27956368,11/8/2019,0,Fri Nov 08 16:11:55 +0000 2019,,#,1.19291E+18,@ @ @ @advanceautoparts,https://twitter.com/999TheFan/status/1192912658753839109,0,The Adam & @ joeovies College Football Tour is happening right now until 6:30p @ TheRaleighTimes on @ 999TheFan Register for Two Tickets and a Parking Pass to Clemson at NC State. Were giving away in 5pm hour Presented by @advanceautoparts # thinkaheadthinkadvancepic.twitter.com/AGQ3slLDFH  bei The Raleigh Times Bar,,
Advance AutoParts,374729426,11/8/2019,0,Fri Nov 08 13:44:00 +0000 2019,,# # # # # # # # # #,1.19288E+18,,https://twitter.com/Tickeron/status/1192875431793319936,0,$ AAP in Uptrend: Stochastic indicator is staying in overbought zone for 1 day. View odds for this and other indicators: https://tickeron.com/go/898674 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/f5DXaiboXf,https://tickeron.com/go/898674,
Advance AutoParts,2177499732,11/7/2019,5,Thu Nov 07 19:21:40 +0000 2019,,,1.1926E+18,,https://twitter.com/KokomoScanner/status/1192598021705551873,0,"Male harassing, battered a person & is refusing to leave: Advance Autoparts 500 E Markland",,
Advance AutoParts,374729426,11/7/2019,0,Thu Nov 07 09:05:37 +0000 2019,,# # # # # # # # # #,1.19244E+18,,https://twitter.com/Tickeron/status/1192442986572869632,0,$ AAP in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://tickeron.com/go/895503 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/7EnuUFIUOK,https://tickeron.com/go/895503,
Advance AutoParts,1.05214E+18,11/6/2019,0,Wed Nov 06 11:08:34 +0000 2019,,,1.19211E+18,@ @,https://twitter.com/AUTOPARTS_SPAIN/status/1192111542348726273,0,"@ AdvanceAuto rejoint lalliance @ NexusAutomotive Avec ladhsion du gant amricain de laprs-vente automobile Advance Auto Part, Nexus Automotive International devient le premier groupement international de distribution de pices. https://www.decisionatelier.com/Advance-Auto-Parts-rejoint-l-alliance-Nexus-Automotive-International,13195 ","https://www.decisionatelier.com/Advance-Auto-Parts-rejoint-l-alliance-Nexus-Automotive-International,13195",
Advance AutoParts,3279326371,11/6/2019,1,Wed Nov 06 10:01:06 +0000 2019,,# # # # # # # # # # # #,1.19209E+18,,https://twitter.com/PartsDetect/status/1192094561285419013,0,"Universal fit Radius Arm, NO BUSHING NEEDED! # Snapon # snapontools # matco # matcotools # autozone # pepboys # advanceautoparts # napaknowhow # carmechanic # autorepairs # carparts # partsdetectpic.twitter.com/nRsgZot8TE",,
Advance AutoParts,374729426,11/6/2019,0,Wed Nov 06 09:04:26 +0000 2019,,# # # # # # # # # #,1.19208E+18,,https://twitter.com/Tickeron/status/1192080303205957632,0,"$ AAP's Aroon indicator drops into Downtrend on October 10, 2019. View odds for this and other indicators: https://tickeron.com/go/892408 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/nEBiuDxy0w",https://tickeron.com/go/892408,
Advance AutoParts,14172645,11/6/2019,1,Wed Nov 06 08:22:57 +0000 2019,,,1.19207E+18,@,https://twitter.com/superdeformed/status/1192069861536673792,0,"@ StreetFightWCRS every Autozone, Advance autoparts or O'Reillys I've had read my ECU has cleared the codes for me.",,
Advance AutoParts,1.03741E+18,11/5/2019,0,Tue Nov 05 21:00:47 +0000 2019,,# # # # # # # # # # # # # #,1.1919E+18,,https://twitter.com/PaarMelis/status/1191898190553010176,0,# tipoftheweek # advanceautoparts # Napa # caranddrivermag # mrbargain_auto_parts # oreillyautoparts # napaknowhow # pepboysauto # apexautomag # oil_lube_news # accounting # financialeducation # automotiveaccounting # clienteducationpic.twitter.com/zR1BeU44oW,,
Advance AutoParts,374729426,11/5/2019,0,Tue Nov 05 09:06:29 +0000 2019,,# # # # # # # # # #,1.19172E+18,,https://twitter.com/Tickeron/status/1191718431545970688,0,"$ AAP's Aroon indicator drops into Downtrend on October 10, 2019. View odds for this and other indicators: https://tickeron.com/go/889375 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/NciMqPPMYw",https://tickeron.com/go/889375,
Advance AutoParts,3279326371,11/5/2019,0,Tue Nov 05 07:55:02 +0000 2019,,# # # # # # # # # # # #,1.1917E+18,,https://twitter.com/PartsDetect/status/1191700449394593792,0,"DIY: I think I can replace it myself, I saw it on YouTube Tech: Ill see you in 2 days. # Snapon # snapontools # matco # matcotools # autozone # pepboys # advanceautoparts # napaknowhow # carmechanic # autorepairs # carparts # partsdetectpic.twitter.com/it9vX1rJDP",,
Advance AutoParts,1071507092,11/5/2019,679,Tue Nov 05 01:57:11 +0000 2019,,#,1.19161E+18,@advanceautoparts,https://twitter.com/BrittanyForce/status/1191610394109890567,31,"It was an absolute honor spending my evening with two incredible veterans who have sacrificed so much for our country, US Army Specialist M.Villagran & USMC Sergeant G.Caron on an @advanceautoparts # ChallengingForce Scavenger Hunt on the Vegas Strip!pic.twitter.com/KG96HPKrZz",,
Advance AutoParts,374729426,11/4/2019,0,Mon Nov 04 08:16:22 +0000 2019,,# # # # # # # # # #,1.19134E+18,,https://twitter.com/Tickeron/status/1191343430724538368,1,$ AAP in Downtrend: Stochastic indicator recovers from overbought zone. View odds for this and other indicators: https://tickeron.com/go/886375 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/X9D9XNcUPA,https://tickeron.com/go/886375,
Advance AutoParts,3279326371,11/4/2019,0,Mon Nov 04 07:55:02 +0000 2019,,# # # # # # # # # # # #,1.19134E+18,,https://twitter.com/PartsDetect/status/1191338061961072641,0,"""You changed my oil yesterday now my brakes failed"" # Snapon # snapontools # matco # matcotools # autozone # pepboys # advanceautoparts # napaknowhow # carmechanic # autorepairs # carparts # partsdetectpic.twitter.com/cFLxZ3hefV",,
Advance AutoParts,1921269979,11/3/2019,1,Sun Nov 03 18:24:36 +0000 2019,,# # # # # #,1.19113E+18,@,https://twitter.com/JBehindtheWheel/status/1191134110007386122,0,Plum Crazy Scatpack @ AdvanceAuto Circa 2019 # scatpackchallenger # plumcrazy # photography # muscle # v8 # advanceautoparts https://www.instagram.com/p/B4a-8MwlnaS/?igshid=2a0ondpp79gw ,https://www.instagram.com/p/B4a-8MwlnaS/?igshid=2a0ondpp79gw,
Advance AutoParts,334076094,11/3/2019,29,Sun Nov 03 15:23:54 +0000 2019,,# # # # # #,1.19109E+18,@ @ @,https://twitter.com/helpbhh/status/1191088634172194818,3,"Many thanks to @ AdvanceAuto and @ JFR_Racing for hosting BHH home recipient @ USMC Sergeant Greg Caron and his wife Nina at the Dodge Nationals in Las Vegas, NV! # advanceautoparts # advanceauto # nhra # supportingheroes # supportingveterans # buildinghomesforheroespic.twitter.com/T5bb85qptL",,
Advance AutoParts,374729426,11/3/2019,0,Sun Nov 03 07:57:35 +0000 2019,,# # # # # # # # # #,1.19098E+18,,https://twitter.com/Tickeron/status/1190976315970637825,0,$ AAP in Downtrend: RSI indicator exits overbought zone. View odds for this and other indicators: https://tickeron.com/go/883399 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/E0E2B5g2AA,https://tickeron.com/go/883399,
Advance AutoParts,374729426,11/2/2019,0,Sat Nov 02 13:23:54 +0000 2019,,# # # # # # # # # #,1.19068E+18,,https://twitter.com/Tickeron/status/1190680950268579841,0,$ AAP in Downtrend: Stochastic indicator recovers from overbought zone. View odds for this and other indicators: https://tickeron.com/go/880723 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/p1HSqR2YuQ,https://tickeron.com/go/880723,
Advance AutoParts,1.04536E+18,11/2/2019,0,Sat Nov 02 09:49:35 +0000 2019,,# # # # # # # # # # # # # #,1.19063E+18,,https://twitter.com/ar_detailing/status/1190627014790676480,0,"En el bnker en silencio...... # detailingaddicts # gyeonquartz # chemicalsguys # advanceautoparts # m3 # bmwlife # caguaspr # trap # pinarecords # beautycars # superexoticscars # ass # porncars # rupes en Tomas De Castro, Puerto https://www.instagram.com/p/B4XYVtihGj9/?igshid=1ng9ljrimc14l ",https://www.instagram.com/p/B4XYVtihGj9/?igshid=1ng9ljrimc14l,
Advance AutoParts,1.14616E+18,11/1/2019,0,Fri Nov 01 14:08:38 +0000 2019,,# # # #,1.19033E+18,,https://twitter.com/8119Marketing/status/1190329816244994049,0,Do you plan on doing any auto repairs or need and any parts for your vehicle? Please check out the link for ADVANCE AUTO PARTS now!!! # advanceautoparts # auto # autorepair # autoparts https://shop.advanceautoparts.com/?clickid=10cVyXWoUxyJUmvwUx0Mo3YyUknwW001x2STSU0&irgwc=1&utm_medium=affiliate&utm_source=ir&utm_campaign=357605&utm_content=89591&c3ch=Affiliate&c3nid=IR-357605 pic.twitter.com/HGfoYqL2Zp,https://shop.advanceautoparts.com/?clickid=10cVyXWoUxyJUmvwUx0Mo3YyUknwW001x2STSU0&irgwc=1&utm_medium=affiliate&utm_source=ir&utm_campaign=357605&utm_content=89591&c3ch=Affiliate&c3nid=IR-357605,
Advance AutoParts,2407381566,11/1/2019,0,Fri Nov 01 14:08:09 +0000 2019,,# # # #,1.19033E+18,,https://twitter.com/JOHNERIGO1/status/1190329696933818370,0,Do you plan on doing any auto repairs or need and any parts for your vehicle? Please check out the link for ADVANCE AUTO PARTS now!!! # advanceautoparts # auto # autorepair # autoparts... https://www.facebook.com/john.erigo/posts/10218486612051022 ,https://www.facebook.com/john.erigo/posts/10218486612051022,
Advance AutoParts,132066790,11/1/2019,0,Fri Nov 01 10:50:29 +0000 2019,,# # #,1.19028E+18,,https://twitter.com/evreward/status/1190279952899305472,0,"New ~ Advance Auto Parts: 20% off, plus up to 7% cash back. https://www.evreward.com/ge1ug # advanceautoparts # couponcode # cashbackpic.twitter.com/jUbOIPiNos",https://www.evreward.com/ge1ug,
Advance AutoParts,3279326371,11/1/2019,1,Fri Nov 01 09:42:03 +0000 2019,,# # # # # # # # #,1.19026E+18,,https://twitter.com/PartsDetect/status/1190262732030926850,0,"This for-mechanic, by-mechanic app makes your quest for the right parts and accessories a breeze by connecting buyers with quality aftermarket parts from a range of local vendors. # Snapon # snapontools # matco # matcotools # autozone # pepboys # advanceautoparts # napaknowhow # cartechpic.twitter.com/NNmxOQf3eQ",,
Advance AutoParts,374729426,11/1/2019,0,Fri Nov 01 09:27:54 +0000 2019,,# # # # # # # # # #,1.19026E+18,,https://twitter.com/Tickeron/status/1190259167447015424,0,"$ AAP enters a Downtrend as Momentum Indicator dropped below the 0 level on October 31, 2019. View odds for this and other indicators: https://tickeron.com/go/877581 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/bBXclxAKj4",https://tickeron.com/go/877581,
Advance AutoParts,374729426,10/31/2019,0,Thu Oct 31 14:36:55 +0000 2019,,# # # # # # # # # #,1.18997E+18,,https://twitter.com/Tickeron/status/1189974546775887873,0,"$ AAP's Aroon indicator drops into Downtrend on October 10, 2019. View odds for this and other indicators: https://tickeron.com/go/874979 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/qehh3UCqPi",https://tickeron.com/go/874979,
Advance AutoParts,374729426,10/30/2019,0,Wed Oct 30 09:18:04 +0000 2019,,# # # # # # # # # #,1.18953E+18,,https://twitter.com/Tickeron/status/1189531920289259523,1,"$ AAP enters an Uptrend as Momentum Indicator exceeded the 0 level on October 17, 2019. View odds for this and other indicators: https://tickeron.com/go/871820 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/V7oi13reOM",https://tickeron.com/go/871820,
Advance AutoParts,1.09597E+18,10/29/2019,0,Tue Oct 29 23:59:41 +0000 2019,,# # # # # # #,1.18939E+18,,https://twitter.com/WaveeStore/status/1189391397654355968,0,$200 Four Wheel 4 Wheel Parts # Gift Card # 4Wheel Parts 12/19 # Exp # Advance # AdvanceAutoParts # Auto # GiftCardhttps://www.waveestore.com/shop/gift-cards-and-coupons/200-four-wheel-4-wheel-parts-gift-card-4wheel-parts-12-19-exp ,https://www.waveestore.com/shop/gift-cards-and-coupons/200-four-wheel-4-wheel-parts-gift-card-4wheel-parts-12-19-exp,
Advance AutoParts,1.03741E+18,10/29/2019,0,Tue Oct 29 16:00:25 +0000 2019,,# # # # # # # # # # # # # #,1.18927E+18,,https://twitter.com/PaarMelis/status/1189270784084189186,0,# tipoftheweek # advanceautoparts # Napa # caranddrivermag # mrbargain_auto_parts # oreillyautoparts # napaknowhow # pepboysauto # apexautomag # oil_lube_news # accounting # financialeducation # automotiveaccounting # clienteducationpic.twitter.com/AKShPKIlwm,,
Advance AutoParts,374729426,10/29/2019,0,Tue Oct 29 10:56:51 +0000 2019,,# # # # # # # # # #,1.18919E+18,,https://twitter.com/Tickeron/status/1189194390599680001,0,$ AAP's in Uptrend: Moving Average Convergence Divergence (MACD) Histogram crosses above signal line. View odds for this and other indicators: https://tickeron.com/go/868881 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/65VUKztcAm,https://tickeron.com/go/868881,
Advance AutoParts,227325670,10/29/2019,1,Tue Oct 29 09:20:00 +0000 2019,,# # # # # # #,1.18917E+18,@,https://twitter.com/The_Greensheet/status/1189170016173903875,0,"Trico Products Corp. is introducing a new all-weather, ultra-premium beam blade called Trico Maxx, now available exclusively at Advance Auto Parts, CARQUEST locations in the U.S. @ tricowipers # wiper # wipers # autoparts # autocare # carcare # aftermarket # automotivepic.twitter.com/M4gDSvYGHE",,
Advance AutoParts,3279326371,10/29/2019,0,Tue Oct 29 08:33:01 +0000 2019,,# # # # # # # # # # # #,1.18916E+18,,https://twitter.com/PartsDetect/status/1189158195018846208,0,"How does someone actually think of this?!?! Needle in a haystack, thanks Dad! # Snapon # snapontools # matco # matcotools # autozone # pepboys # advanceautoparts # napaknowhow # carmechanic # autorepairs # carparts # partsdetectpic.twitter.com/kWKYTGzxPO",,
Advance AutoParts,374729426,10/28/2019,0,Mon Oct 28 09:42:15 +0000 2019,,# # # # # # # # # #,1.18881E+18,,https://twitter.com/Tickeron/status/1188813226923806723,0,"$ AAP enters an Uptrend as Momentum Indicator exceeded the 0 level on October 17, 2019. View odds for this and other indicators: https://tickeron.com/go/865945 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/OjHjgWlAzl",https://tickeron.com/go/865945,
Advance AutoParts,3279326371,10/28/2019,1,Mon Oct 28 09:20:01 +0000 2019,,# # # # # # # # # # # #,1.18881E+18,,https://twitter.com/PartsDetect/status/1188807635522465792,0,"Needle in a haystack, thanks Dad! # Snapon # snapontools # matco # matcotools # autozone # pepboys # advanceautoparts # napaknowhow # carmechanic # autorepairs # carparts # partsdetectpic.twitter.com/Mlq2ynufgV",,
Advance AutoParts,259778543,10/27/2019,0,Sun Oct 27 19:00:01 +0000 2019,,# # #,1.18859E+18,,https://twitter.com/myFitment/status/1188591208739803136,0,Walmart pairs with Advance Auto Parts to create online specialty auto parts store https://ecs.page.link/FVmNE # autoparts # onlinebusiness # walmartpic.twitter.com/TjE11KpGmh,https://ecs.page.link/FVmNE,
Advance AutoParts,374729426,10/27/2019,0,Sun Oct 27 08:21:18 +0000 2019,,# # # # # # # # # #,1.18843E+18,,https://twitter.com/Tickeron/status/1188430469274034177,0,"$ AAP enters an Uptrend as Momentum Indicator exceeded the 0 level on October 17, 2019. View odds for this and other indicators: https://tickeron.com/go/862949 # AdvanceAutoParts # stockmarket # stock # technicalanalysis # money # trading # investing # daytrading # news # todaypic.twitter.com/PfO5wCwzQo",https://tickeron.com/go/862949,
Advance AutoParts,24175437,10/26/2019,6,Sat Oct 26 14:47:48 +0000 2019,,,1.18817E+18,@advanceautoparts,https://twitter.com/Catamounts/status/1188165345325899776,0,Congrats to @advanceautoparts Student-Tailgate winners at football game today. pic.twitter.com/GFreuOLqhU,,
Advance AutoParts,1.03673E+18,10/26/2019,0,Sat Oct 26 11:00:04 +0000 2019,,# # # # # # # #,1.18811E+18,,https://twitter.com/picknpullsa/status/1188108034633023489,0,Come by and see us today! Those parts can't walk to you them selfs. * Online: http://www.picknpullsa.com Phone: 210-298-5420 * # autozone # advanceautoparts # advanceauto # oreillyautoparts # autopartsstore # advancedautoparts # napaautoparts # autopartsnearme,http://www.picknpullsa.com,
Advance AutoParts,7.4607E+17,10/26/2019,0,Sat Oct 26 11:00:04 +0000 2019,,# # # # # # #,1.18811E+18,,https://twitter.com/AAAutoRecycler/status/1188108034523967491,0,"Are you in need of some parts? Come see us today, dont wait for them to come to you! * Online: http://www.aaautorecyclers.com/ Phone: 210-298-5420 # autozone # advanceautoparts # advanceauto # oreillyautoparts # autopartsstore # advancedautoparts # napaautoparts",http://www.aaautorecyclers.com/,
